ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
AT0000APOST4,O3P,OESTERREICH. POST AG,Common stock,EUR,2504158,2022-03-02,12:00,35.25,35.25,35.25,35.25,19,1
CA0679011084,ABR,BARRICK GOLD CORP.,Common stock,EUR,2504196,2022-03-02,12:00,20.855,20.94,20.855,20.86,4994,8
CA4969024047,KIN2,KINROSS GOLD CORP.,Common stock,EUR,2504199,2022-03-02,12:00,4.607,4.608,4.607,4.608,357,2
LU0252634307,LYY8,MUL-LYX.DLY.LEVDAX U.E. A,ETF,EUR,2504268,2022-03-02,12:00,108.16,108.16,108.16,108.16,23,3
LU0411075020,DBPD,XTR.SHORTDAX X2 DA.SW. 1C,ETF,EUR,2504272,2022-03-02,12:00,1.66,1.66,1.66,1.66,5000,1
DE000A0D8Q07,EXSI,ISHARES EURO STOXX U.ETF,ETF,EUR,2504292,2022-03-02,12:00,42.16,42.16,42.16,42.16,59,1
DE000A0F5UK5,EXV6,IS.S.E.600 BA.RE.U.ETF A.,ETF,EUR,2504307,2022-03-02,12:00,68.75,68.75,68.75,68.75,156,1
DE000A0H08M3,EXH1,IS.S.E.600 OIL+G.U.ETF A.,ETF,EUR,2504330,2022-03-02,12:00,31.965,31.965,31.965,31.965,16,1
DE000A0H08Q4,EXV3,ISH.S.EU.600 TEC.U.ETF A.,ETF,EUR,2504333,2022-03-02,12:00,63.28,63.28,63.28,63.28,50,1
DE000A1PHFF7,BOSS,HUGO BOSS AG NA O.N.,Common stock,EUR,2504512,2022-03-02,12:00,51.26,51.26,51.26,51.26,165,1
DE000CBK1001,CBK,COMMERZBANK AG,Common stock,EUR,2504665,2022-03-02,12:00,6.735,6.735,6.735,6.735,298,1
DE000HLAG475,HLAG,HAPAG-LLOYD AG NA O.N.,Common stock,EUR,2504809,2022-03-02,12:00,266.2,266.2,266.2,266.2,15,1
DE000KGX8881,KGX,KION GROUP AG,Common stock,EUR,2504811,2022-03-02,12:00,68.08,68.08,68.08,68.08,50,1
