ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
CA0679011084,ABR,BARRICK GOLD CORP.,Common stock,EUR,2504196,2022-04-14,08:00,23.37,23.395,23.37,23.395,386,4
DE0005933931,EXS1,ISHS CORE DAX UC.ETF EOA,ETF,EUR,2504265,2022-04-14,08:00,119.46,119.62,119.46,119.62,657,3
FR0010869495,LYQL,LY.D.SHORTDAX X2 UETF A,ETF,EUR,2504266,2022-04-14,08:00,1.593,1.593,1.593,1.593,1000,1
LU0274211480,DBXD,XTR.DAX 1C,ETF,EUR,2504269,2022-04-14,08:00,135,135,135,135,1,1
LU0838782315,XDDX,XTR.DAX INCOME 1D,ETF,EUR,2504277,2022-04-14,08:00,109.1,109.1,109.1,109.1,2,1
DE000A0DJ6J9,S92,SMA SOLAR TECHNOL.AG,Common stock,EUR,2504287,2022-04-14,08:00,42.24,42.36,42.24,42.32,487,8
DE000A0D6554,NDX1,NORDEX SE O.N.,Common stock,EUR,2504290,2022-04-14,08:00,16.24,16.27,16.24,16.26,3230,12
DE000A0D9PT0,MTX,MTU AERO ENGINES NA O.N.,Common stock,EUR,2504297,2022-04-14,08:00,188.5,188.7,188.5,188.7,29,2
DE000A0HGQF5,MF6,MAGFORCE AG,Common stock,EUR,2504308,2022-04-14,08:00,2.66,2.66,2.66,2.66,2657,1
DE000A0HN5C6,DWNI,DEUTSCHE WOHNEN SE INH,Common stock,EUR,2504314,2022-04-14,08:00,27.51,27.54,27.51,27.54,351,4
DE000A0H08J9,EXH4,IS.S.E.600 I.G+S.U.ETF A.,ETF,EUR,2504327,2022-04-14,08:00,67.11,67.11,67.11,67.11,5,1
DE000A0H08N1,EXH7,ISH.S.E.600 P+HG U.ETF A.,ETF,EUR,2504331,2022-04-14,08:00,93.33,93.33,93.33,93.33,80,1
DE000A0JBPG2,PNE3,PNE AG  NA O.N.,Common stock,EUR,2504337,2022-04-14,08:00,11.86,11.86,11.86,11.86,100,2
DE000A0JK2A8,AR4,AURELIUS EQ.OPP.   O.N.,Common stock,EUR,2504340,2022-04-14,08:00,24.6,24.6,24.6,24.6,40,1
DE000A0LD6E6,GXI,GERRESHEIMER AG,Common stock,EUR,2504380,2022-04-14,08:00,68.1,68.1,68.05,68.05,148,2
DE000A0LR936,ST5,STEICO SE,Common stock,EUR,2504382,2022-04-14,08:00,95.2,95.2,95.2,95.2,11,1
DE000A0Q4R28,EXV5,ISHS SE.600 A+P U.ETF EOD,ETF,EUR,2504393,2022-04-14,08:00,51.62,51.73,51.57,51.73,13690,12
DE000A0Q4R36,EXV4,IS.S.E.600 HEA.C.U.ETF A.,ETF,EUR,2504394,2022-04-14,08:00,112.68,112.68,112.68,112.68,444,1
DE000A0WMPJ6,AIXA,AIXTRON SE NA O.N.,Common stock,EUR,2504428,2022-04-14,08:00,22.13,22.14,22.12,22.14,448,5
DE000A0Z2ZZ5,FNTN,FREENET AG NA O.N.,Common stock,EUR,2504438,2022-04-14,08:00,25.77,25.77,25.77,25.77,3,1
