ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
AT0000743059,OMV,OMV AG,Common stock,EUR,2504175,2022-02-02,14:00,55.1,55.1,55.1,55.1,46,1
DE000A0DJ6J9,S92,SMA SOLAR TECHNOL.AG,Common stock,EUR,2504287,2022-02-02,14:00,31.78,31.78,31.76,31.76,499,7
DE000A0D6554,NDX1,NORDEX SE O.N.,Common stock,EUR,2504290,2022-02-02,14:00,14.06,14.06,14.05,14.05,1633,2
DE000A0D9PT0,MTX,MTU AERO ENGINES NA O.N.,Common stock,EUR,2504297,2022-02-02,14:00,190.65,190.7,190.65,190.7,94,3
DE000A0ETBQ4,MBB,MBB SE O.N.,Common stock,EUR,2504301,2022-02-02,14:00,130.8,130.8,130.8,130.8,11,1
DE000A0F5UF5,EXXT,ISHARES NASDAQ-100 U.ETF,ETF,EUR,2504303,2022-02-02,14:00,130.72,130.72,130.72,130.72,62,1
DE000A0HHJR3,CLIQ,CLIQ DIGITAL AG  O.N.,Common stock,EUR,2504310,2022-02-02,14:00,24.85,24.9,24.8,24.8,1381,10
DE000A0H08H3,EXH3,IS.S.E.600 FO.+B.U.ETF A.,ETF,EUR,2504326,2022-02-02,14:00,83.21,83.21,83.21,83.21,7,1
DE000A0H08M3,EXH1,IS.S.E.600 OIL+G.U.ETF A.,ETF,EUR,2504330,2022-02-02,14:00,31.105,31.105,31.105,31.105,8,2
DE000A0JC8S7,D6H,DATAGROUP SE  INH. O.N.,Common stock,EUR,2504338,2022-02-02,14:00,88.1,88.1,88.1,88.1,39,1
DE000A0JL9W6,VBK,VERBIO VER.BIOENERGIE  ON,Common stock,EUR,2504343,2022-02-02,14:00,57,57,57,57,54,1
DE000A0KRJ44,OD7M,WITR COM.SEC.DZ06/UN.NICK,ETC,EUR,2504364,2022-02-02,14:00,18.88,18.88,18.88,18.88,125,1
DE000A0LD6E6,GXI,GERRESHEIMER AG,Common stock,EUR,2504380,2022-02-02,14:00,80.3,80.3,80.25,80.25,177,2
DE000A0LR936,ST5,STEICO SE,Common stock,EUR,2504382,2022-02-02,14:00,99.7,99.7,99.3,99.6,381,6
DE000A0Q4R28,EXV5,ISH.S.EU.600 A+P U.ETF A.,ETF,EUR,2504393,2022-02-02,14:00,61.85,61.85,61.85,61.85,140,1
DE000A0V9X58,4RTE,WITR COM.SEC.DZ08/UN.IDX,ETC,EUR,2504415,2022-02-02,14:00,11.031,11.031,11.031,11.031,226,1
DE000A1DAHH0,BNR,BRENNTAG SE NA O.N.,Common stock,EUR,2504453,2022-02-02,14:00,76.84,76.84,76.84,76.84,79,2
DE000A1EWWW0,ADS,ADIDAS AG NA O.N.,Common stock,EUR,2504471,2022-02-02,14:00,246.35,246.35,246.35,246.35,30,1
DE000A1PHFF7,BOSS,HUGO BOSS AG NA O.N.,Common stock,EUR,2504512,2022-02-02,14:00,58.38,58.4,58.38,58.4,945,4
DE000A1X3XX4,DIC,DIC ASSET AG NA O.N.,Common stock,EUR,2504532,2022-02-02,14:00,15.31,15.31,15.31,15.31,385,2
DE000BASF111,BAS,BASF SE NA O.N.,Common stock,EUR,2504663,2022-02-02,14:00,68.22,68.22,68.19,68.2,2821,12
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2504664,2022-02-02,14:00,53.95,53.97,53.95,53.97,6166,18
DE000CBK1001,CBK,COMMERZBANK AG,Common stock,EUR,2504665,2022-02-02,14:00,8.135,8.135,8.133,8.134,2641,5
DE000ENAG999,EOAN,E.ON SE NA O.N.,Common stock,EUR,2504666,2022-02-02,14:00,12.298,12.298,12.296,12.296,668,3
DE000ETFL037,EL4C,DK STOXX EUR.STR.GROW.20,ETF,EUR,2504683,2022-02-02,14:00,57.25,57.25,57.25,57.25,81,1
DE000EVNK013,EVK,EVONIK INDUSTRIES NA O.N.,Common stock,EUR,2504806,2022-02-02,14:00,29.3,29.31,29.3,29.31,438,2
DE000HLAG475,HLAG,HAPAG-LLOYD AG NA O.N.,Common stock,EUR,2504809,2022-02-02,14:00,239,239,238.6,238.6,95,6
DE000KC01000,KCO,KLOECKNER + CO SE NA O.N.,Common stock,EUR,2504810,2022-02-02,14:00,10.32,10.32,10.31,10.32,4623,7
DE000KGX8881,KGX,KION GROUP AG,Common stock,EUR,2504811,2022-02-02,14:00,82.9,82.92,82.9,82.92,158,3
DE000PAH0038,PAH3,PORSCHE AUTOM.HLDG VZO,Common stock,EUR,2504816,2022-02-02,14:00,82.6,82.6,82.6,82.6,52,1
DE000SYM9999,SY1,SYMRISE AG INH. O.N.,Common stock,EUR,2504852,2022-02-02,14:00,107.6,107.6,107.6,107.6,360,4
DE000TLX1005,TLX,TALANX AG NA O.N.,Common stock,EUR,2504854,2022-02-02,14:00,42.96,42.96,42.96,42.96,132,1
DE000TUAG000,TUI1,TUI AG NA O.N.,Common stock,EUR,2504855,2022-02-02,14:00,3.096,3.1,3.096,3.097,22099,9
DE000WACK012,WAC,WACKER NEUSON SE NA O.N.,Common stock,EUR,2504858,2022-02-02,14:00,22.5,22.5,22.5,22.5,676,1
DE000WAF3001,WAF,SILTRONIC AG NA O.N.,Common stock,EUR,2504859,2022-02-02,14:00,120.15,120.35,120.15,120.25,248,8
DE000ZAL1111,ZAL,ZALANDO SE,Common stock,EUR,2504863,2022-02-02,14:00,71.44,71.46,71.42,71.46,692,6
DE0005093108,AAD,AMADEUS FIRE AG,Common stock,EUR,2504879,2022-02-02,14:00,169.8,169.8,169.8,169.8,111,9
DE0005104400,AOF,ATOSS SOFTWARE AG,Common stock,EUR,2504882,2022-02-02,14:00,192.6,192.6,192.2,192.4,81,5
DE0005140008,DBK,DEUTSCHE BANK AG NA O.N.,Common stock,EUR,2504888,2022-02-02,14:00,12.84,12.84,12.834,12.838,5668,11
DE0005158703,BC8,BECHTLE AG O.N.,Common stock,EUR,2504894,2022-02-02,14:00,54.6,54.6,54.6,54.6,217,3
DE0005190003,BMW,BAY.MOTOREN WERKE AG ST,Common stock,EUR,2504900,2022-02-02,14:00,94.2,94.21,94.2,94.2,421,6
DE0005200000,BEI,BEIERSDORF AG O.N.,Common stock,EUR,2504906,2022-02-02,14:00,89.34,89.34,89.34,89.34,51,2
DE0005227235,BIO3,BIOTEST AG VZ O.N.,Common stock,EUR,2504915,2022-02-02,14:00,36.7,36.7,36.6,36.6,104,2
DE0005313506,EKT,ENERGIEKONTOR O.N.,Common stock,EUR,2504921,2022-02-02,14:00,64.3,64.3,64.1,64.1,452,8
DE0005313704,AFX,CARL ZEISS MEDITEC AG,Common stock,EUR,2504922,2022-02-02,14:00,147.05,147.05,147.05,147.05,118,2
DE0005419105,COK,CANCOM SE O.N.,Common stock,EUR,2504930,2022-02-02,14:00,55.54,55.58,55.52,55.52,1055,4
DE0005439004,CON,CONTINENTAL AG O.N.,Common stock,EUR,2504933,2022-02-02,14:00,87.93,87.93,87.91,87.91,109,5
DE0005493092,BVB,BORUSSIA DORTMUND,Common stock,EUR,2504940,2022-02-02,14:00,4.372,4.372,4.37,4.37,1138,3
DE0005493365,HYQ,HYPOPORT SE  NA O.N.,Common stock,EUR,2504941,2022-02-02,14:00,412.4,412.4,412.2,412.2,59,6
DE0005550636,DRW3,DRAEGERWERK VZO O.N.,Common stock,EUR,2504952,2022-02-02,14:00,51.65,51.65,51.55,51.55,920,5
DE0005552004,DPW,DEUTSCHE POST AG NA O.N.,Common stock,EUR,2504953,2022-02-02,14:00,54.81,54.82,54.8,54.81,2513,18
DE0005557508,DTE,DT.TELEKOM AG NA,Common stock,EUR,2504954,2022-02-02,14:00,16.756,16.756,16.752,16.752,1457,3
DE0005659700,EUZ,ECKERT+ZIEGLER AG O.N.,Common stock,EUR,2504962,2022-02-02,14:00,78.9,78.9,78.9,78.9,74,1
DE0005664809,EVT,EVOTEC SE  INH O.N.,Common stock,EUR,2504963,2022-02-02,14:00,37.06,37.06,37.02,37.05,457,6
DE0005773303,FRA,FRAPORT AG FFM.AIRPORT,Common stock,EUR,2504970,2022-02-02,14:00,61.76,61.76,61.72,61.72,137,2
DE0005785604,FRE,FRESENIUS SE+CO.KGAA O.N.,Common stock,EUR,2504973,2022-02-02,14:00,36.55,36.555,36.54,36.54,6741,12
DE0005785802,FME,FRESEN.MED.CARE KGAA O.N.,Common stock,EUR,2504974,2022-02-02,14:00,60.9,60.9,60.88,60.9,1930,10
DE0005800601,GFT,GFT TECHNOLOGIES SE,Common stock,EUR,2504977,2022-02-02,14:00,46.3,46.3,46.15,46.15,1027,6
DE0005810055,DB1,DEUTSCHE BOERSE NA O.N.,Common stock,EUR,2504978,2022-02-02,14:00,155.2,155.2,155.2,155.2,482,5
DE0006047004,HEI,HEIDELBERGCEMENT AG O.N.,Common stock,EUR,2505002,2022-02-02,14:00,64.28,64.3,64.28,64.3,2495,11
