ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
DE0007100000,MBG,MERCEDES-BENZ GRP NA O.N.,Common stock,EUR,2505076,2022-04-25,09:00,63.09,63.16,63.06,63.16,19373,29
DE0007164600,SAP,SAP SE O.N.,Common stock,EUR,2505077,2022-04-25,09:00,95.45,95.5,95.41,95.46,2023,25
DE000A1ML7J1,VNA,VONOVIA SE NA O.N.,Common stock,EUR,2504501,2022-04-25,09:00,38.59,38.61,38.58,38.61,1210,7
DE0005552004,DPW,DEUTSCHE POST AG NA O.N.,Common stock,EUR,2504953,2022-04-25,09:00,41.065,41.12,41.06,41.115,9066,24
IE00BZ12WP82,LIN,"LINDE PLC        EO 0,001",Common stock,EUR,3553182,2022-04-25,09:00,286,286.35,286,286.35,1238,10
DE0008430026,MUV2,MUENCH.RUECKVERS.VNA O.N.,Common stock,EUR,2505134,2022-04-25,09:00,229.7,229.9,229.7,229.9,1156,13
DE000A1EWWW0,ADS,ADIDAS AG NA O.N.,Common stock,EUR,2504471,2022-04-25,09:00,192.84,193,192.74,193,626,15
DE000BASF111,BAS,BASF SE NA O.N.,Common stock,EUR,2504663,2022-04-25,09:00,51.59,51.63,51.58,51.62,7907,14
GB00BP6MXD84,R6C0,SHELL PLC           EO-07,Common stock,EUR,7347727,2022-04-25,09:00,24.775,24.78,24.775,24.78,1034,2
DE0008232125,LHA,LUFTHANSA AG VNA O.N.,Common stock,EUR,2505130,2022-04-25,09:00,7.2,7.204,7.198,7.203,5634,9
DE000A1DAHH0,BNR,BRENNTAG SE NA O.N.,Common stock,EUR,2504453,2022-04-25,09:00,73.8,73.88,73.8,73.88,320,4
IE00BQT3WG13,36BZ,ISHSIV-MSCI CHINA A DL A,ETF,EUR,2505483,2022-04-25,09:00,4.3915,4.3915,4.3915,4.3915,2452,2
DE0005933956,EXW1,ISH.CORE EO STOX.50 U.ETF,ETF,EUR,2506383,2022-04-25,09:00,37.7,37.725,37.685,37.725,221092,57
DE0005190003,BMW,BAY.MOTOREN WERKE AG ST,Common stock,EUR,2504900,2022-04-25,09:00,76.72,76.84,76.7,76.81,1921,28
DE0008404005,ALV,ALLIANZ SE NA O.N.,Common stock,EUR,2505133,2022-04-25,09:00,215.1,215.25,215.1,215.25,1774,13
DE0007664039,VOW3,VOLKSWAGEN AG VZO O.N.,Common stock,EUR,2505114,2022-04-25,09:00,148.86,149.2,148.82,149.18,4354,39
DE0006231004,IFX,INFINEON TECH.AG NA O.N.,Common stock,EUR,2505024,2022-04-25,09:00,27.21,27.255,27.21,27.255,3087,19
DE0005909006,GBF,BILFINGER SE O.N.,Common stock,EUR,2504986,2022-04-25,09:00,38.14,38.16,38.14,38.16,175,3
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2504664,2022-04-25,09:00,64.89,64.94,64.89,64.93,2010,8
DE0006969603,PUM,PUMA SE,Common stock,EUR,2505067,2022-04-25,09:00,72.06,72.1,72.02,72.06,2116,12
DE000A12DM80,G24,SCOUT24 SE NA O.N.,Common stock,EUR,2504556,2022-04-25,09:00,57.9,57.9,57.9,57.9,21,1
DE0006048432,HEN3,HENKEL AG+CO.KGAA VZO,Common stock,EUR,2505004,2022-04-25,09:00,60.76,60.76,60.74,60.74,519,6
NL0000235190,AIR,AIRBUS SE,Common stock,EUR,2506257,2022-04-25,09:00,102.98,103.12,102.98,103.12,264,3
DE0005664809,EVT,EVOTEC SE  INH O.N.,Common stock,EUR,2504963,2022-04-25,09:00,24.55,24.55,24.51,24.54,5689,21
DE000VTSC017,VTSC,VITESCO TECHS GRP NA O.N.,Common stock,EUR,6791383,2022-04-25,09:00,34.8,34.8,34.72,34.76,1932,25
DE000ENAG999,EOAN,E.ON SE NA O.N.,Common stock,EUR,2504666,2022-04-25,09:00,10.08,10.085,10.08,10.08,10172,9
DE0005200000,BEI,BEIERSDORF AG O.N.,Common stock,EUR,2504906,2022-04-25,09:00,95.2,95.2,95.2,95.2,13,1
LU0292104899,DXSI,XTR.MSCIEUUTESGSC 1C,ETF,EUR,2505855,2022-04-25,09:00,124.52,124.52,124.52,124.52,8,1
DE0007257503,CEC,CECONOMY AG  ST O.N.,Common stock,EUR,2505090,2022-04-25,09:00,3.08,3.088,3.08,3.086,2138,5
DE000A0Z2ZZ5,FNTN,FREENET AG NA O.N.,Common stock,EUR,2504438,2022-04-25,09:00,25.6,25.61,25.6,25.61,716,3
US01609W1027,AHLA,ALIBABA GR.HLDG SP.ADR 8,Common stock,EUR,2506421,2022-04-25,09:00,77.3,77.3,77.3,77.3,100,1
